,ev_op_Hp25_spsa
1028,4.20964720289252
1029,3.8778901841540128
1030,4.200147212878388
1031,4.369794333882063
1032,4.001479414432023
1033,4.226656334224406
1034,4.082715506253849
1035,4.3801668757011445
1036,3.803221083962328
1037,4.237297219682885
1038,3.821984953512186
1039,4.1589281909652875
1040,3.971624827119371
1041,4.179870887259341
1042,3.92131404601687
1043,4.2372035919137385
1044,3.830233268989334
1045,4.208855446470307
1046,4.105625875302588
1047,3.9288331397646417
1048,3.8917012328802754
1049,4.057409203824984
1050,3.88094808891372
1051,4.060971706696913
1052,4.19086554217701
1053,4.227607378552921
1054,4.0502665098150015
1055,4.056987310083465
1056,3.7492120458710336
1057,4.214793148086092
1058,3.8144501244360667
1059,4.209801175801579
1060,3.834663935810084
1061,4.226582158501155
1062,3.8402259328284463
1063,4.259677832079212
1064,4.072661231295909
1065,4.12582302533813
1066,3.956332592223855
1067,4.13187606629065
1068,4.20323106338965
1069,4.217540049172209
1070,3.9581158231933067
1071,4.191815279800093
1072,3.8981334120602966
1073,4.24727871416717
1074,3.9936618501822863
1075,4.093324771865947
1076,3.882775859054987
1077,4.050639274668579
1078,3.8990200912027606
1079,3.9899195973639294
1080,3.856274131295253
1081,4.133790370347854
1082,4.127200832423581
1083,4.079998093963784
1084,3.9438104113720356
1085,4.2074520985807045
1086,3.925524410001101
1087,4.150428717645432
1088,3.9987452014739246
1089,4.138865368736494
1090,3.8561864692359413
1091,4.086622279040353
1092,3.862800515257073
1093,4.215576435067561
1094,4.083381647591093
1095,4.081130180099471
1096,3.799464640580253
1097,4.201763904822436
1098,3.9572748543814042
1099,4.114154998784712
1100,3.856052124294648
1101,4.0108801115600565
1102,4.108357878155884
1103,3.8741975060639935
1104,3.9866747071842834
1105,4.128801511217631
1106,3.844279670967127
1107,4.091828926726808
1108,4.047876512918259
1109,4.154477123777672
1110,3.9892904817374997
1111,4.047113115380573
1112,3.8237010231139275
1113,4.272281344233174
1114,4.018531187972886
1115,4.142187438495443
1116,3.9730758724060324
1117,3.7859742044851856
1118,3.79561986599883
1119,4.200987919150724
1120,4.0201276059878905
1121,4.232308658669828
1122,3.9962605654040946
1123,4.072028470580496
1124,4.087536248065949
1125,4.284699667233007
1126,4.023410484359427
1127,3.9473612963090194
1128,3.8462211657857988
1129,3.9969454864167093
1130,3.9159455654961377
1131,4.23147183999876
1132,4.064684963854081
1133,4.307838431689687
1134,3.8647013158962507
1135,4.135387752126754
1136,3.9827159041054774
1137,4.178535213518779
1138,3.9774569582228425
1139,4.288106822068341
1140,3.9128985061300376
1141,4.272574831094056
1142,4.004408493014368
1143,4.019965616316821
1144,3.8686868149084264
1145,4.3416788083099815
1146,4.140387633352871
