,ev_op_Hp15_2f_s170,ev_op_Hp15_2f_s225,ev_op_Hp15_2f_s128,ev_op_Hp15_2f_s88,ev_op_Hp15_2f_s28,ev_op_Hp15_2f_s11,ev_op_Hp15_2f_s34
175,7.615609810637596,7.968049173215071,6.757888656618089,8.212145392324777,6.651486041155182,7.105022169382294,7.109881507102918
176,5.5496467439999275,6.053712770272306,6.553145583657553,6.4741408176969415,4.788733126230571,6.639962857953649,6.603241207971438
177,7.770078163040547,6.419316138045133,5.968749474196316,5.978759814013323,4.767389593857345,7.294464149581752,5.438542574108346
178,5.047618685589063,6.433458141684968,6.585396168436471,7.34940678476727,5.968827913279554,6.491034432148462,6.442277937802126
179,5.805734483864131,5.743240985785628,6.7518886681977435,6.280103787654728,6.745139305426665,7.4012849612725,5.391343119779713
180,5.908873016808189,6.097900387124945,6.468914352664666,6.452136950569022,6.097985174165689,7.183621036301143,6.942546473381647
181,7.752515619640356,5.663937271714592,6.841884211024662,5.965355982254648,5.058555479565183,6.221735172036653,6.60936065072065
182,6.852710132078427,5.969306389929815,5.570806974552611,6.714919915103038,5.763547874673306,6.784781958623549,5.925127980501135
183,7.084543768283797,6.752702243803573,5.083839862199647,6.1271811896324975,6.746971807929658,5.521543311380553,5.37954217063537
184,6.356017930519496,5.622866200321899,6.3852631147301,5.76293713989588,4.583180306908853,7.215890637306259,5.255096849322611
185,6.603255179740909,6.285583503306674,6.0257731102829455,7.776943093157902,5.186187774514762,7.277712238189694,5.610906366406381
186,5.018153668786593,7.433219866865708,6.629492589698069,6.4582192088942145,6.755670121892088,6.4037304800075745,5.510458138609759
187,5.212098356426214,6.801168968724657,5.540640862782038,7.3010042405917845,5.402039346767389,8.299101105398014,5.134237501336858
188,5.783729410141018,6.151097021466768,4.971876497800985,6.2315390446061425,6.215821081189585,8.65785002506425,5.5145674264032305
189,7.0489880528909925,4.674057207138493,5.788858529762935,6.791602383711739,6.749011483302414,4.949504341317941,6.358837908426173
190,5.320073488340863,5.117220824209695,7.359108397517591,6.396277973990469,5.56165607146175,6.452510220331229,6.679611656419515
191,4.569649168736984,5.820935352921375,6.532620267912012,5.901124011208445,6.006732816470264,6.933770534886903,5.726658549373257
192,5.051332266796311,5.549569936514758,5.35410156941496,4.563202460823631,5.640688562160514,5.813699931781151,4.794292692079423
193,6.016297318856364,6.467989508075188,5.859920345508304,6.604949785158352,5.275499368789954,5.519550907414979,6.888756578233823
194,7.3448960789396995,5.864586437795842,5.238246328126923,5.563844820215003,5.773100802333769,5.009728562713298,5.2892551525180105
195,5.257131537267949,6.904412965306113,5.855475047236513,5.715184678025304,5.397157377171421,7.773647657877774,4.9599040351954535
196,6.789395295967045,5.590898437460037,5.7567042717501264,7.502931111305705,6.652858043132692,6.138813902965427,5.2482383385576705
197,6.243125639588814,6.216962910212289,5.31379603837134,5.717362661095303,6.46721473098068,5.310147578576,5.588708705273708
198,5.49976247939008,5.850476879494187,5.520488894982515,5.700763820668125,6.078822267979445,6.070133436917326,5.827579477700024
199,5.353087485282917,5.91953942930889,7.136800621945054,6.101766966167879,5.782756459907911,5.736864247522539,5.694798051355262
200,5.4779154561126235,5.989428941547144,5.523255197675683,6.461824753277486,6.049202130069579,5.571829778394439,6.365505689520916
201,5.141729259831036,5.4226657814313945,5.771673882202839,6.283775704769969,5.448927765901386,4.971357732737956,6.34197205683421
202,7.207705828404222,5.497755241927304,5.1232169472143045,7.620505217975668,5.836780614234334,5.86361009819895,5.80248693481572
203,6.634154983556928,6.730534431398365,5.598577823932123,5.173802928329357,7.06619579118055,5.237119267146132,6.236537186980438
204,5.615098355802581,4.676875702603274,6.6965169270476865,5.498024129047199,5.51574968547589,4.8905407923853765,6.182299639100949
205,4.536931150029689,5.781426992132105,6.626483705602267,5.457527529886013,4.895027728324327,5.336842160632884,6.8255746700400515
206,4.991151367471609,5.93042876435209,6.780543397830953,5.714365056593588,5.344406824416201,6.105813562064676,4.732273635020427
207,5.27490953215156,5.56476705208662,5.783803880372966,5.857505805164155,5.370326755534341,6.829147662646564,4.4923935457743935
208,6.706576609031317,5.265733852181401,5.437201143214503,5.162908573095387,7.98602444055321,5.6145038356622265,4.964427213834572
209,6.0829652500613856,6.166710833249328,5.338346520448681,6.594894818521333,6.179265517168444,6.036696006195563,5.88810144516391
210,5.808599822645859,6.842576601160751,6.249482579710952,4.963994803404204,5.534597889174635,6.599305140865109,5.712717963265103
211,5.499461832511221,6.139363605023138,5.749640158019326,5.4349695505821085,6.434856149384494,5.826890518441379,6.039919605664282
212,5.240815495775098,5.9884505147706335,6.151676327569199,6.07783587170389,6.449868355748573,5.353419163530919,5.526432980870206
213,5.519263714720198,6.084623087206627,5.497733272771849,6.378337518667506,5.776789630537678,5.846040800619145,5.95808437434087
214,5.758262669694366,5.674055572272441,5.838141866242669,5.797179828935574,6.0985482066446925,4.5841743635184296,5.938040223176904
215,5.87104607978602,5.866914217164192,6.285899100783755,4.881881714231207,5.7569096781731925,4.780681152723031,5.620534359960098
216,6.6826986902546235,6.550996214532632,6.191662041557825,6.356020633051678,6.557054228189754,5.535921899788867,5.643063777337807
217,4.741450066775083,5.885876176403003,5.502827079753675,5.784935893788099,5.5726683481123,5.438378483459822,5.80883131637591
218,4.72920217277904,4.908070558036327,6.9023694753833436,6.461165598632972,7.40939401966982,5.181430784603362,5.600814692783899
219,6.249662306598874,4.996948394320776,6.76127022947808,5.860136439229059,6.350344288537494,6.379781308178607,5.998752633732115
220,6.281377351586382,5.861697985785648,5.741130047845029,6.554768260282101,5.491960562294677,5.7948276994275325,4.811221061797208
221,6.2010934769797,5.077635292552406,7.025990245682935,5.58319224102512,6.039611741614383,6.27176114075306,4.661624651020678
222,5.588050527874384,6.493516039496685,5.774048650780188,5.171335349948487,5.323390312986313,5.002731800775773,5.984364685703722
223,5.887194063015546,5.139332028444852,5.383021580918837,6.28247220971433,5.4631678467651605,4.257501120941631,6.782895059875244
224,5.310483204976499,4.685077044103058,4.7215041013900905,5.746682066180171,5.277780341657862,5.093798392666201,4.586441776204366
225,5.1697597818422745,5.289363565611578,6.3846902028817105,5.465754170778135,4.817308357102018,4.325366292862347,5.547680460358403
226,6.939236090443027,4.454639899863994,6.309393606045773,6.102162151779038,5.237093185421802,7.313148331077886,4.646837990067835
227,7.030535457819688,5.75439861085572,6.042892544196252,5.70953173644805,5.633148254289746,6.624061999307212,5.062016249246496
228,5.654456528021275,6.9242472831715665,6.386735325554318,5.570962011833081,5.4440028210078975,6.821138810174774,5.707527145880378
