,ansatz_0a_3f,ansatz_0b_3f,ansatz_0c_3f,ansatz_0d_3f,ansatz_1a_3f,ansatz_1b_3f,ansatz_1c_3f,ansatz_1d_3f
131,4.537109375,4.498046875,4.640625,4.537109375,4.6064453125,4.498046875,4.7568359375,4.6064453125
132,4.453125,4.498046875,4.708984375,4.453125,4.50390625,4.498046875,4.9091796875,4.50390625
133,4.5517578125,4.498046875,4.5771484375,4.5517578125,4.5458984375,4.498046875,4.662109375,4.5458984375
134,4.447265625,4.498046875,4.83203125,4.447265625,4.50390625,4.498046875,4.638671875,4.50390625
135,4.5341796875,4.498046875,4.619140625,4.5341796875,4.5361328125,4.498046875,4.638671875,4.5361328125
136,4.5,4.498046875,4.6845703125,4.5,4.50390625,4.498046875,4.6474609375,4.50390625
137,4.5078125,4.498046875,4.6826171875,4.5078125,4.5712890625,4.498046875,4.638671875,4.5712890625
138,4.4775390625,4.498046875,4.705078125,4.4775390625,4.50390625,4.498046875,4.6240234375,4.50390625
139,4.5478515625,4.498046875,4.68359375,4.5478515625,4.6083984375,4.498046875,4.6240234375,4.6083984375
140,4.509765625,4.498046875,4.904296875,4.509765625,4.50390625,4.498046875,4.6435546875,4.50390625
141,4.4560546875,4.498046875,4.7646484375,4.4560546875,4.7109375,4.498046875,4.6240234375,4.7109375
