,ev_op_Hp20
673,1.1713495515401613
674,0.8613610309297064
675,0.9577261178422184
676,0.7457013999546738
677,0.8270059702832538
678,1.009428901840164
679,0.9836633649660693
680,1.151278727280888
681,0.950001304415445
682,0.5134376351923455
683,0.5689793100391068
684,1.3104797637073509
685,1.2409941358635768
686,0.6019161355437163
687,0.5454397498079105
688,0.7614988838503155
689,1.2227839930338755
690,0.6815969056426537
691,0.7898686942092833
692,0.7652217639309502
693,0.6487213102627065
694,0.7770386634069154
695,0.8770539884643261
696,0.9842830521466418
697,1.0016847824957689
698,0.7046229249421567
699,0.5282322754018726
700,0.940585754728831
701,1.0129939195416613
702,0.7181543757342509
703,0.6756734838632659
704,1.1449826118986965
705,0.9753477869371142
706,0.6121864584605268
707,0.4753537407011861
708,0.5909915996287712
709,0.8462561240089077
710,1.0133622792682486
711,0.7309371269489424
712,0.8577444723604005
713,1.0317122479224206
714,0.27086349105255675
715,0.38087357339551964
716,0.7953465325915969
717,0.6626420465868655
718,0.46282291532391484
719,0.5795570104163779
720,0.40070955946370374
721,0.6572690850904751
722,0.9067896468553583
723,0.9094581423820695
724,0.9972044324189326
725,0.8207648834031165
726,0.5571213325980716
727,0.48399251447397706
728,0.9585489039807631
729,0.9330884536997538
730,0.7905742002166911
731,0.6063172189412235
732,0.7427285914807638
733,0.6694586781692439
734,0.8576407922413481
735,0.9482087557829424
736,0.8664477160335644
737,1.0885056277794551
738,0.990948971880826
739,0.8393924606973882
740,0.7480436352242881
741,0.7699544629661914
742,0.8702537735487584
743,0.9551498180274005
744,0.9606853989001294
745,0.7686452633240374
746,1.1208788161099674
747,1.0962875127171243
748,0.9062800166788951
749,1.0917605540321318
750,0.7858079968683082
751,0.6900566433722959
752,0.7795664868671865
753,0.6366584387133927
754,0.8059107055528676
755,0.6584101347132036
756,1.038127263323604
757,1.1020596242648828
758,0.6172770543196168
759,0.5698998225326317
760,0.6534320619880493
761,0.5319532877361168
762,0.9802692112723579
763,0.8701358950341865
764,1.1835880440944624
765,1.209050712646764
766,1.0722406131768412
767,1.0340347541534276
768,0.5693624665446491
769,0.5675189754277739
770,0.6869530273512482
771,0.7809568209350592
772,0.5559012641545493
773,0.4592379933213606
774,0.7428624635411611
775,0.5332436045816341
776,0.778216033997512
777,0.6503165384388581
778,0.7957144691971987
779,0.7332697455577886
780,0.9627518206799504
781,0.880909120717502
782,0.7374948574254075
783,0.7535401811407886
784,1.3100116346169424
785,1.2297564439865498
786,0.5961912309875497
787,0.4536279027665053
788,1.0239385350201147
789,1.2397042421390445
790,1.137251596849316
791,0.9589131776896684
792,0.5510591064986342
793,0.5329337609913483
794,0.5158751306871141
795,0.5249754814028058
796,0.659872935454363
797,0.6743246508814474
798,0.39376807409826103
799,0.544695631965258
800,0.9481001434042386
801,0.8876386641100893
802,0.9718425547348728
803,1.2417635133879223
804,0.5194085118218603
805,0.4958720161039254
806,0.7815869710183705
807,0.7066690918960193
808,0.7341532661039253
809,0.6347960647998804
810,1.2074234247828757
811,1.0470183860548006
812,0.93696944401806
813,0.9738114980182482
814,0.5351287720470144
815,0.6104271662826313
816,0.860906006134313
817,0.7988725153368655
818,0.7773633037761563
819,0.8959111211651339
820,0.6469049465739148
821,0.5698513461780845
822,1.192443021120241
823,1.1316786735042985
824,1.1755381671774623
825,1.2113299226414105
826,1.3859668832429697
827,1.3345356815249678
828,0.847579274188047
829,0.8500646476539273
830,1.026951399954674
831,0.6996300554380471
832,0.467543283710027
833,0.5346086789678128
834,0.552374858288296
835,0.5331988637198682
836,0.8371750792108381
837,0.8178397050417837
838,1.1641282392633279
839,1.2883128515142608
840,0.8964108868222931
841,0.5307024289678131
842,0.8421049234399801
843,0.7299357278882338
844,0.9457946522234776
845,0.9218212408609003
846,0.8701447380490697
847,0.7418606413594676
848,0.5611520132601515
849,0.6097296570481365
850,1.1821663213183726
851,1.0476392700022434
852,1.0899507424908486
853,0.9646908198805145
854,1.0980987688838133
855,0.7986524013286462
856,0.8082099951110224
857,0.5558659646911019
858,0.827008436413079
859,0.9264026296645124
860,0.9194036496671891
861,0.898255822564574
862,0.6833843467530543
863,0.6999838662442138
864,0.5772577208582232
865,0.463221043870863
866,0.9191445007027413
867,0.8314851235932185
868,1.1915288855117734
869,1.1535090378000026
870,1.1074666884578506
871,1.0663723951619577
872,1.336753310870052
873,0.9341744748204276
874,0.9603636477816991
875,0.7100991434366145
876,1.0125908587350616
877,0.9569296128897883
878,0.9310092781498183
879,1.2443903325661294
880,0.5188910601349349
881,0.8638654624546737
882,0.7576971602113377
883,0.6738047330646966
884,0.9927074178167511
885,1.0201733802075394
886,0.5323662130620195
887,0.5232597333198058
888,0.3214435098409747
889,0.24454189065629336
890,0.6437374590359302
891,0.7931905564921587
892,1.0342512052649495
893,1.0656428262397264
894,0.5228492741237286
895,0.549600814896142
896,1.2291082573485717
897,1.014216030994025
898,1.1910947865218582
899,1.099036121165134
900,0.8099467415955842
901,0.6689769490667512
902,0.6104470705836889
903,0.5452403863427189
904,1.065289088029644
905,1.0848399944721665
906,0.6657333319587834
907,0.7429293995713605
908,0.5312155467785223
909,0.5852586982996913
910,0.6374171054764654
911,0.5891787235742261
912,1.1250250844192435
913,0.7937513044154452
914,1.0496533772683703
915,0.9295994629018731
916,0.8167851452254106
917,0.6199872261948334
918,0.9895725883499378
919,0.9636200186597809
920,1.2256342385920966
921,1.3435372843812585
922,1.1388743755745365
923,0.9797850160400398
924,0.841066955552868
925,0.9677038600775245
926,0.820048068251
927,0.6018795667173131
928,0.7588420479932136
929,0.7538672876398554
930,0.6773153206475742
931,0.8453237039872384
932,1.15784114215847
933,0.9070726108760945
934,0.38942363909066385
935,0.38108424600542024
936,0.6888466147105271
937,0.5955427964910374
938,0.9264892947333175
939,0.811110935295082
940,0.7233431210693054
941,0.7486380627231662
942,0.7464354780155721
943,0.8062459840872983
944,0.6396145826619579
945,0.6384832222960816
946,0.8569685426885472
947,0.6575659996481966
948,0.9944640686023704
949,1.2076899721368008
950,0.7125834953980744
951,0.7235593243222936
952,0.6092776967660049
953,0.7203588281882362
954,1.1966677098668754
955,1.1389988062366168
956,0.815542035371485
957,0.9914000859209876
958,1.0983968802084056
959,0.8380325664293955
960,0.644956330712582
961,0.4120471959670023
962,1.021570018564386
963,0.8375834953980739
964,0.650187773900562
965,0.5887424063130193
966,0.6512604428676859
967,0.7138366450337532
968,0.8650333916469526
969,0.9213241165960175
970,0.6855029803802042
971,0.5591785608381096
972,0.6660903825406614
973,0.7406514589396684
974,0.5359720608700523
975,0.5544522386879249
976,0.8353231682000644
977,0.9639308837544875
978,0.5849685837480122
979,0.4760081289617706
980,0.9536067291024924
981,0.9501836528303901
982,0.38073476907546994
983,0.24774323303232076
984,0.7110929688453951
985,0.6863477138286467
986,0.9543344302783332
987,0.7954787847641387
988,1.0805680987339399
989,0.8597476936028035
990,0.48339766385411453
991,0.5798311314222312
992,1.3414655072208008
993,1.1509466885221693
994,0.6204169913085325
995,0.44659957706980546
996,1.1214270581216736
997,0.9961348279650697
998,0.37382738640660435
999,0.2467543398831914
1000,0.316051067164512
1001,0.2402882067351836
1002,0.7037428920302659
1003,0.7647831558023682
1004,0.4077007179505645
1005,0.600969940247512
1006,1.0016747427140147
1007,1.1026797345664399
1008,0.7654389886883578
1009,0.5082008366237286
1010,0.8131394162191788
1011,0.879203412416256
1012,1.2208608847127709
1013,1.3197484397049182
1014,0.9120492389758432
1015,0.7624025565560445
1016,0.49471930681158677
1017,0.47519911809776083
1018,0.6463805196184977
1019,0.6973075492070394
1020,0.5200049823295797
1021,0.3918159706026816
1022,0.8921274340808238
1023,0.8805130351793953
1024,0.963212025593529
1025,0.9060194230890418
1026,0.8228884492899174
1027,0.6369709236959548
1028,1.2811545645123945
1029,1.0677589937370495
1030,0.9890658474242858
1031,1.0556201678802035
1032,0.4990936859019947
1033,0.4207900729798302
1034,0.7748917055848107
1035,0.6418264335054197
1036,0.7820021872116489
1037,0.7352250888290793
1038,0.7879410041534278
1039,0.9613839296390444
1040,1.0629973721234172
1041,1.1273169755879204
1042,0.7440755567161916
1043,0.6629260321120222
1044,1.1327096661229175
1045,0.9695672554954576
1046,0.665593083013328
1047,0.6237783116686215
1048,0.7995080208008132
1049,0.5940611129532409
1050,0.8012956371736644
1051,0.6014561784886716
1052,0.7400541421899797
1053,0.5929765364579723
1054,0.938884380303801
1055,0.8452567679570397
1056,0.6454536302399153
1057,0.592538176187925
1058,0.8982880575147606
1059,0.895077872123851
1060,0.8895991874995675
1061,0.8096518700467039
1062,0.5559642894295175
1063,0.5177375046006266
1064,0.943516886854236
1065,0.767138144842097
1066,0.884022353399318
1067,0.878456405322793
1068,0.9851146087039853
1069,0.7397278819328825
1070,0.8586748493732286
1071,0.8221905169344372
1072,1.0418858659886712
1073,1.0378453208072884
1074,0.3591740166469525
1075,0.2803336461202409
1076,0.8401324925223576
1077,0.8400795070291442
1078,0.9842730123648881
1079,0.7889226741755301
1080,1.031242849469057
1081,0.8264314470854327
1082,0.8282689844382363
1083,0.6165468870139503
1084,0.9058040660780247
1085,0.8611852346622685
1086,0.889682364934127
1087,0.8749240456924678
1088,0.9714550643531144
1089,0.7218707036673779
1090,0.549789117075159
1091,0.40813048306426297
1092,0.5271234607293306
1093,0.515012535946455
1094,0.6501668480950846
1095,0.7314490479927809
1096,0.9658885178931537
1097,1.0249204529007507
1098,1.2018468385411616
1099,1.0376584632536756
1100,0.9185063538465175
1101,0.7560435911613355
1102,0.8255600093298907
1103,0.9067350414742885
1104,0.9422177269938354
1105,0.7840668138411641
1106,0.752467512173664
1107,0.853508897590042
1108,0.8016015700087187
1109,0.873821855763517
1110,0.6403605682509996
1111,0.6319868972067287
1112,0.8855391611381114
1113,0.7932149699318826
1114,0.9278715594321936
1115,0.8149525401322584
1116,1.0152215160724156
1117,0.981074136118686
1118,1.0606487599687457
1119,0.9962779661613357
1120,0.7988794906053581
1121,0.5648172234464549
1122,0.5417842288784601
1123,0.3810222422348728
1124,0.9128107949897265
1125,0.7423764731585369
1126,1.086653118385246
1127,0.8879756351284598
1128,0.6260917996222958
1129,0.48175293781899486
1130,0.7180453402345623
1131,0.6917689038210494
1132,0.8103504007856195
1133,0.8087629941199304
1134,0.7998264595474476
1135,0.7943281184806417
1136,1.1336455737788331
1137,0.9417664376912238
1138,0.6387901766355573
1139,0.6701976884897931
1140,0.9370427569333155
1141,0.7905994598983853
1142,0.925197533262395
1143,0.7483401266610248
1144,1.0204719146531165
1145,0.9917604488746613
1146,1.203016212358846
1147,1.1494713818694304
1148,0.39537520980255686
1149,0.4489294816902911
1150,0.717720101481885
1151,0.6867517961396666
1152,1.1023578081855594
1153,1.0289383797927165
1154,1.0149501090549227
1155,1.0306013902410371
1156,0.9744028610038653
1157,0.6502491792876735
1158,1.0387986666344353
1159,0.6367457021656342
1160,1.0018999642443354
1161,0.8398731682954598
1162,1.0595184211072908
1163,0.921296390784498
1164,0.6658487443435294
1165,0.7054428218298905
1166,0.6052657236381115
1167,0.6550352869371143
1168,0.47182222731283074
1169,0.5633008388286467
1170,0.8204402430338755
1171,0.7588591356395447
1172,0.9865614158993182
1173,0.7172819164742883
1174,1.0181005089465769
1175,0.9030290011814504
1176,0.7378120994051712
1177,0.7000879694842507
1178,0.711130734438669
1179,0.6908769633810143
1180,0.6734967572208008
1181,0.6545796637582862
1182,0.5469639559361811
1183,0.47753437809888244
1184,0.7097866584540519
1185,0.5793769528688084
1186,1.052127266327092
1187,0.7720950439032387
1188,0.878146561732507
1189,0.8181390857293305
1190,0.6989009096368007
1191,0.6674895596234177
1192,0.4325798450277111
1193,0.5035812591058583
1194,0.9268177732617066
1195,0.8255731862209899
1196,1.119716840681761
1197,0.9956574327387935
1198,0.5885883820930295
1199,0.733913247794649
1200,1.1274130820550443
1201,0.8961439889434671
1202,0.8135677367074725
1203,0.8035514552330068
1204,0.8171728108696188
1205,0.8323552919858059
1206,0.5646496718104649
1207,0.5309484010411614
1208,1.0611402809944575
1209,0.888822659444278
1210,0.8351891208772165
1211,0.6256577006323804
1212,0.9242353444203653
1213,0.7558259432829423
1214,0.67740096421196
1215,0.41893671734365173
1216,0.44522344139745235
1217,0.47090273632372626
1218,1.0060347481464527
1219,0.8356952634194321
1220,0.551291128034997
1221,0.5663717967785223
1222,0.8526052248843133
1223,0.854621375159281
1224,0.8346985487598404
1225,0.8651726190879874
1226,0.810458837901873
1227,0.6130357010476368
1228,0.5498486547158807
1229,0.58076439768587
1230,0.910397960793216
1231,0.7359754082943379
1232,0.9255917510541118
1233,0.911704095922109
1234,0.32025874086090045
1235,0.2870248255361191
1236,0.9164536347451464
1237,0.7175560374801413
1238,0.6063375463632659
1239,0.49549217197017903
1240,0.6711921122820097
1241,0.5216036981399773
1242,0.4770867516929674
1243,0.5067405020123948
1244,0.8983527026775844
1245,0.8118978235867439
1246,0.4854201910141388
1247,0.4218296607547981
1248,1.1095280027155696
1249,0.9886835371607138
1250,0.4863025147934052
1251,0.4239260992135145
1252,0.6057406527345619
1253,0.4273192314028056
1254,0.6715165047927162
1255,0.7049568314472661
1256,0.8666372149794525
1257,0.7671901088308901
1258,0.4487282504787086
1259,0.4896674980501913
1260,0.9546919039811965
1261,1.168075990349383
1262,0.5675660071569154
1263,0.7025735182125818
1264,0.832774171075781
1265,0.761630712901873
1266,0.5213437755296436
1267,0.48827614247789775
1268,0.7092702282715472
1269,0.7809761268526814
1270,0.5487109174649477
1271,0.6205268730501917
1272,0.3169834871861816
